locus_tag	ftype	length_bp	gene	EC_number	COG	product
NDPPBKPF_00337	CDS	315	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
NDPPBKPF_00338	CDS	1401	licC_2		COG1455	Lichenan permease IIC component
NDPPBKPF_00339	CDS	1338	scrY_1			Sucrose porin
NDPPBKPF_00340	CDS	2193				hypothetical protein
NDPPBKPF_00341	CDS	1401	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
NDPPBKPF_00342	CDS	2073	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
NDPPBKPF_00343	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
NDPPBKPF_00344	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
NDPPBKPF_00345	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
NDPPBKPF_00346	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
NDPPBKPF_00347	CDS	345	hypA		COG0375	Hydrogenase maturation factor HypA
NDPPBKPF_00348	CDS	450	hycA			Formate hydrogenlyase regulatory protein HycA
NDPPBKPF_00349	CDS	609	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
NDPPBKPF_00350	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
NDPPBKPF_00351	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
NDPPBKPF_00352	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
NDPPBKPF_00353	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
NDPPBKPF_00354	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
NDPPBKPF_00355	CDS	411				hypothetical protein
NDPPBKPF_00356	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
NDPPBKPF_00357	CDS	309	symE	3.1.-.-		Endoribonuclease SymE
NDPPBKPF_00358	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
NDPPBKPF_00359	CDS	1443	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
NDPPBKPF_00360	CDS	1014	ascG_1		COG1609	HTH-type transcriptional regulator AscG
NDPPBKPF_00361	CDS	528	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
NDPPBKPF_00362	CDS	2235	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
NDPPBKPF_00363	CDS	1014	hoxN			High-affinity nickel transport protein
NDPPBKPF_00364	CDS	1134	norW_1	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
NDPPBKPF_00365	CDS	1449	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
NDPPBKPF_00366	CDS	1551	norR_1		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
NDPPBKPF_00367	CDS	99	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
NDPPBKPF_00368	CDS	1032				IS630 family transposase ISEc33
NDPPBKPF_00369	CDS	381				hypothetical protein
NDPPBKPF_00370	CDS	105				hypothetical protein
NDPPBKPF_00371	CDS	474	ibpB_1			Small heat shock protein IbpB
NDPPBKPF_00372	CDS	513	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
NDPPBKPF_00373	CDS	1218	bluF_1			Blue light- and temperature-regulated antirepressor BluF
NDPPBKPF_00374	CDS	612				hypothetical protein
NDPPBKPF_00375	CDS	942	rob_1		COG2207	Right origin-binding protein
NDPPBKPF_00376	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
NDPPBKPF_00377	CDS	783	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
NDPPBKPF_00378	CDS	621	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
NDPPBKPF_00379	CDS	1266	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
NDPPBKPF_00380	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
NDPPBKPF_00381	CDS	762	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
NDPPBKPF_00382	CDS	861	bla_1	3.5.2.6	COG2367	Beta-lactamase SHV-1
NDPPBKPF_00383	CDS	261				hypothetical protein
NDPPBKPF_00384	CDS	1089				hypothetical protein
NDPPBKPF_00385	CDS	1266	lacY			Lactose permease
NDPPBKPF_00386	CDS	3108	lacZ_1	3.2.1.23	COG3250	Beta-galactosidase
NDPPBKPF_00387	CDS	1056	lacI_1		COG1609	Lactose operon repressor
NDPPBKPF_00388	CDS	441				hypothetical protein
NDPPBKPF_00389	CDS	219				hypothetical protein
NDPPBKPF_00390	CDS	1098	rhaS_1			HTH-type transcriptional activator RhaS
NDPPBKPF_00391	CDS	399				hypothetical protein
NDPPBKPF_00392	CDS	1104				hypothetical protein
NDPPBKPF_00393	CDS	1272	amiC_1			Aliphatic amidase expression-regulating protein
NDPPBKPF_00394	CDS	1575				hypothetical protein
NDPPBKPF_00395	CDS	1074				hypothetical protein
NDPPBKPF_00396	CDS	798	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NDPPBKPF_00397	CDS	699	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NDPPBKPF_00398	CDS	483				hypothetical protein
NDPPBKPF_00399	CDS	1197				hypothetical protein
NDPPBKPF_00400	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
NDPPBKPF_00401	CDS	219				hypothetical protein
NDPPBKPF_00402	CDS	375	marA			Multiple antibiotic resistance protein MarA
NDPPBKPF_00403	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
NDPPBKPF_00404	CDS	669				hypothetical protein
NDPPBKPF_00405	CDS	1200	sotB_1		COG2814	Sugar efflux transporter
NDPPBKPF_00406	CDS	795	yddE	5.1.-.-	COG0384	putative isomerase YddE
NDPPBKPF_00407	CDS	1320	garP_1			putative galactarate transporter
NDPPBKPF_00408	CDS	951		1.1.1.81	COG0111	Hydroxypyruvate reductase
NDPPBKPF_00409	CDS	885	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NDPPBKPF_00410	CDS	1149	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
NDPPBKPF_00411	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
NDPPBKPF_00412	CDS	987	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
NDPPBKPF_00413	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
NDPPBKPF_00414	CDS	945	ldh1	1.1.1.27		L-lactate dehydrogenase 1
NDPPBKPF_00415	CDS	483				hypothetical protein
NDPPBKPF_00416	CDS	822	hdfR_1			HTH-type transcriptional regulator HdfR
NDPPBKPF_00417	CDS	1389	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
NDPPBKPF_00418	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
NDPPBKPF_00419	CDS	369				hypothetical protein
NDPPBKPF_00420	CDS	2223				hypothetical protein
NDPPBKPF_00421	CDS	810				hypothetical protein
NDPPBKPF_00422	CDS	375				IS256 family transposase ISSod4
NDPPBKPF_00423	CDS	639				hypothetical protein
NDPPBKPF_00424	CDS	1680	xynB	3.2.1.37		Beta-xylosidase
NDPPBKPF_00425	CDS	1455	uidB		COG2211	Glucuronide carrier protein
NDPPBKPF_00426	CDS	1320	xylA_1	5.3.1.5		Xylose isomerase
NDPPBKPF_00427	CDS	984				hypothetical protein
NDPPBKPF_00428	rRNA	111				5S ribosomal RNA
NDPPBKPF_00429	tRNA	77				tRNA-Asp(gtc)
NDPPBKPF_00430	tRNA	76				tRNA-Trp(cca)
NDPPBKPF_00431	CDS	822	hdfR_2			HTH-type transcriptional regulator HdfR
NDPPBKPF_00432	CDS	339				hypothetical protein
NDPPBKPF_00433	CDS	1521	comM		COG0606	Competence protein ComM
NDPPBKPF_00434	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
NDPPBKPF_00435	CDS	258	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
NDPPBKPF_00436	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
NDPPBKPF_00437	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NDPPBKPF_00438	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NDPPBKPF_00439	CDS	891	oxyR_1			Hydrogen peroxide-inducible genes activator
NDPPBKPF_00440	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
NDPPBKPF_00441	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
NDPPBKPF_00442	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
NDPPBKPF_00443	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
NDPPBKPF_00444	CDS	723	ydfK_1		COG1811	putative membrane protein YdfK
NDPPBKPF_00445	CDS	999				hypothetical protein
NDPPBKPF_00446	CDS	927	pcpR_1			PCP degradation transcriptional activation protein
NDPPBKPF_00447	CDS	1509	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
NDPPBKPF_00448	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
NDPPBKPF_00449	CDS	330	trxA_1		COG0526	Thioredoxin 1
NDPPBKPF_00450	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
NDPPBKPF_00451	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
NDPPBKPF_00452	CDS	1017	wzzE		COG3765	ECA polysaccharide chain length modulation protein
NDPPBKPF_00453	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
NDPPBKPF_00454	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
NDPPBKPF_00455	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
NDPPBKPF_00456	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
NDPPBKPF_00457	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
NDPPBKPF_00458	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
NDPPBKPF_00459	CDS	1251	wzxE		COG2244	Lipid III flippase
NDPPBKPF_00460	CDS	1077	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
NDPPBKPF_00461	CDS	1347	wzyE			putative ECA polymerase
NDPPBKPF_00462	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
NDPPBKPF_00463	CDS	1386	yifK		COG1113	putative transport protein YifK
NDPPBKPF_00464	tRNA	77				tRNA-Arg(ccg)
NDPPBKPF_00465	tRNA	76				tRNA-His(gtg)
NDPPBKPF_00466	tRNA	87				tRNA-Leu(cag)
NDPPBKPF_00467	tRNA	77				tRNA-Pro(tgg)
NDPPBKPF_00468	CDS	1197	hemY		COG3071	Protein HemY
NDPPBKPF_00469	CDS	1182	hemX		COG2959	Protein HemX
NDPPBKPF_00470	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
NDPPBKPF_00471	CDS	957	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
NDPPBKPF_00472	CDS	2631	cyaA	4.6.1.1	COG3072	Adenylate cyclase
NDPPBKPF_00473	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
NDPPBKPF_00474	CDS	225				hypothetical protein
NDPPBKPF_00475	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
NDPPBKPF_00476	CDS	708				hypothetical protein
NDPPBKPF_00477	CDS	903	xerC_1		COG4973	Tyrosine recombinase XerC
NDPPBKPF_00478	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
NDPPBKPF_00479	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
NDPPBKPF_00480	CDS	951	corA		COG0598	Magnesium transport protein CorA
NDPPBKPF_00481	CDS	894	rarD		COG2962	Protein RarD
NDPPBKPF_00482	CDS	465				hypothetical protein
NDPPBKPF_00483	CDS	861	pldA	3.1.1.32	COG2829	Phospholipase A1
NDPPBKPF_00484	CDS	1827	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
NDPPBKPF_00485	CDS	621	rhtC_1		COG1280	Threonine efflux protein
NDPPBKPF_00486	CDS	921				ISNCY family transposase ISRor2
NDPPBKPF_00487	CDS	621	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
NDPPBKPF_00488	CDS	993	pldB	3.1.1.5	COG2267	Lysophospholipase L2
NDPPBKPF_00489	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
NDPPBKPF_00490	CDS	900	bioP		COG0697	Biotin transporter
NDPPBKPF_00491	CDS	954	metR_1			HTH-type transcriptional regulator MetR
NDPPBKPF_00492	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
NDPPBKPF_00493	CDS	813	clcD	3.1.1.45		Carboxymethylenebutenolidase
NDPPBKPF_00494	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
NDPPBKPF_00495	CDS	1449				hypothetical protein
NDPPBKPF_00496	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
NDPPBKPF_00497	CDS	606	ubiJ_1		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
NDPPBKPF_00498	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
NDPPBKPF_00499	CDS	252	tatA		COG1826	Sec-independent protein translocase protein TatA
NDPPBKPF_00500	CDS	537	tatB		COG1826	Sec-independent protein translocase protein TatB
NDPPBKPF_00501	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
NDPPBKPF_00502	CDS	792	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
NDPPBKPF_00503	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
NDPPBKPF_00504	CDS	1476	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
NDPPBKPF_00505	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
NDPPBKPF_00506	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
NDPPBKPF_00507	CDS	1527	fadB_1		COG1024	Fatty acid oxidation complex subunit alpha
NDPPBKPF_00508	CDS	771	fadB_2		COG1024	Fatty acid oxidation complex subunit alpha
NDPPBKPF_00509	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
NDPPBKPF_00510	CDS	615	yigZ		COG1739	IMPACT family member YigZ
NDPPBKPF_00511	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
NDPPBKPF_00512	CDS	534	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
NDPPBKPF_00513	rRNA	448				16S ribosomal RNA (partial)
NDPPBKPF_00514	rRNA	111				5S ribosomal RNA
NDPPBKPF_00515	CDS	1296	kgtP_1			Alpha-ketoglutarate permease
NDPPBKPF_00516	CDS	324				hypothetical protein
NDPPBKPF_00517	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
NDPPBKPF_00518	CDS	2652	pat_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
NDPPBKPF_00519	CDS	699				hypothetical protein
NDPPBKPF_00520	CDS	426	trxC	1.8.1.8	COG0526	Thioredoxin 2
NDPPBKPF_00521	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
NDPPBKPF_00522	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
NDPPBKPF_00523	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
NDPPBKPF_00524	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
NDPPBKPF_00525	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
NDPPBKPF_00526	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
NDPPBKPF_00527	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
NDPPBKPF_00528	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
NDPPBKPF_00529	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
NDPPBKPF_00530	CDS	480	rseC		COG3086	Protein RseC
NDPPBKPF_00531	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
NDPPBKPF_00532	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
NDPPBKPF_00533	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
NDPPBKPF_00534	CDS	906	era_1		COG1159	GTPase Era
NDPPBKPF_00535	CDS	738	recO		COG1381	DNA repair protein RecO
NDPPBKPF_00536	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
NDPPBKPF_00537	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
NDPPBKPF_00538	CDS	261	yfhL		COG1145	Ferredoxin YfhL
NDPPBKPF_00539	CDS	849	murR_1		COG1737	HTH-type transcriptional regulator MurR
NDPPBKPF_00540	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
NDPPBKPF_00541	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
NDPPBKPF_00542	CDS	1617	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
NDPPBKPF_00543	CDS	3942	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
NDPPBKPF_00544	CDS	1422	glrK	2.7.13.3		Sensor histidine kinase GlrK
NDPPBKPF_00545	CDS	708	qseG			Quorum-sensing regulator protein G
NDPPBKPF_00546	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
NDPPBKPF_00547	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
NDPPBKPF_00548	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
NDPPBKPF_00549	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
NDPPBKPF_00550	CDS	468	yphA		COG2259	Inner membrane protein YphA
NDPPBKPF_00551	CDS	1197	nagC_2		COG1940	N-acetylglucosamine repressor
NDPPBKPF_00552	CDS	3276				hypothetical protein
NDPPBKPF_00553	CDS	1437	xylE			D-xylose-proton symporter
NDPPBKPF_00554	CDS	834	yphB		COG2017	putative protein YphB
NDPPBKPF_00555	CDS	1137	hcaT			putative 3-phenylpropionic acid transporter
NDPPBKPF_00556	CDS	1278				hypothetical protein
NDPPBKPF_00557	CDS	639				hypothetical protein
NDPPBKPF_00558	CDS	981				hypothetical protein
NDPPBKPF_00559	CDS	837				hypothetical protein
NDPPBKPF_00560	CDS	804	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
NDPPBKPF_00561	CDS	735	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
NDPPBKPF_00562	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
NDPPBKPF_00563	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
NDPPBKPF_00564	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
NDPPBKPF_00565	CDS	324	iscA		COG0316	Iron-binding protein IscA
NDPPBKPF_00566	CDS	516	hscB		COG1076	Co-chaperone protein HscB
NDPPBKPF_00567	CDS	1851	hscA		COG0443	Chaperone protein HscA
NDPPBKPF_00568	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
NDPPBKPF_00569	CDS	201	iscX		COG2975	Protein IscX
NDPPBKPF_00570	CDS	1287	pepB	3.4.11.23	COG0260	Peptidase B
NDPPBKPF_00571	CDS	777				hypothetical protein
NDPPBKPF_00572	CDS	843				hypothetical protein
NDPPBKPF_00573	CDS	858	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
NDPPBKPF_00574	CDS	4950	yfhM		COG2373	Alpha-2-macroglobulin
NDPPBKPF_00575	CDS	1152			COG2826	IS30 family transposase IS30
NDPPBKPF_00576	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
NDPPBKPF_00577	CDS	879				hypothetical protein
NDPPBKPF_00578	CDS	1008				hypothetical protein
NDPPBKPF_00579	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
NDPPBKPF_00580	CDS	1932	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
NDPPBKPF_00581	CDS	885	nlpI		COG4785	Lipoprotein NlpI
NDPPBKPF_00582	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
NDPPBKPF_00583	CDS	270	rpsO		COG0184	30S ribosomal protein S15
NDPPBKPF_00584	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NDPPBKPF_00585	CDS	402	rbfA		COG0858	30S ribosome-binding factor
NDPPBKPF_00586	CDS	2691	infB		COG0532	Translation initiation factor IF-2
NDPPBKPF_00587	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
NDPPBKPF_00588	CDS	423	rimP		COG0779	Ribosome maturation factor RimP
NDPPBKPF_00589	tRNA	77				tRNA-Met(cat)
NDPPBKPF_00590	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
NDPPBKPF_00591	CDS	630	iprA_1			Inhibitor of hydrogen peroxide resistance
NDPPBKPF_00592	CDS	552				hypothetical protein
NDPPBKPF_00593	CDS	402				hypothetical protein
NDPPBKPF_00594	tRNA	87				tRNA-Leu(gag)
NDPPBKPF_00595	CDS	330	secG		COG1314	Protein-export membrane protein SecG
NDPPBKPF_00596	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
NDPPBKPF_00597	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NDPPBKPF_00598	CDS	1944	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NDPPBKPF_00599	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
NDPPBKPF_00600	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
NDPPBKPF_00601	CDS	477	greA		COG0782	Transcription elongation factor GreA
NDPPBKPF_00602	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NDPPBKPF_00603	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
NDPPBKPF_00604	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
NDPPBKPF_00605	CDS	258	rpmA		COG0211	50S ribosomal protein L27
NDPPBKPF_00606	CDS	312	rplU		COG0261	50S ribosomal protein L21
NDPPBKPF_00607	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
NDPPBKPF_00608	CDS	273				hypothetical protein
NDPPBKPF_00609	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NDPPBKPF_00610	CDS	255	ibaG		COG5007	Acid stress protein IbaG
NDPPBKPF_00611	CDS	288	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
NDPPBKPF_00612	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
NDPPBKPF_00613	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
NDPPBKPF_00614	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
NDPPBKPF_00615	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
NDPPBKPF_00616	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
NDPPBKPF_00617	CDS	1005	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NDPPBKPF_00618	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NDPPBKPF_00619	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
NDPPBKPF_00620	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
NDPPBKPF_00621	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NDPPBKPF_00622	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
NDPPBKPF_00623	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
NDPPBKPF_00624	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
NDPPBKPF_00625	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
NDPPBKPF_00626	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
NDPPBKPF_00627	CDS	726	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
NDPPBKPF_00628	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
NDPPBKPF_00629	CDS	2340	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
NDPPBKPF_00630	CDS	1065	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
NDPPBKPF_00631	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
NDPPBKPF_00632	CDS	1284	exuT_1			Hexuronate transporter
NDPPBKPF_00633	CDS	933				hypothetical protein
NDPPBKPF_00634	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
NDPPBKPF_00635	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NDPPBKPF_00636	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
NDPPBKPF_00637	CDS	495	sspB		COG2969	Stringent starvation protein B
NDPPBKPF_00638	CDS	639	sspA		COG0625	Stringent starvation protein A
NDPPBKPF_00639	CDS	393	rpsI		COG0103	30S ribosomal protein S9
NDPPBKPF_00640	CDS	429	rplM		COG0102	50S ribosomal protein L13
NDPPBKPF_00641	CDS	1128	zapE_1		COG1485	Cell division protein ZapE
NDPPBKPF_00642	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
NDPPBKPF_00643	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
NDPPBKPF_00644	CDS	1059	degS	3.4.21.107	COG0265	Serine endoprotease DegS
NDPPBKPF_00645	CDS	711	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
NDPPBKPF_00646	CDS	1302	oadB	7.2.4.2	COG1883	Oxaloacetate decarboxylase beta chain
NDPPBKPF_00647	CDS	1785	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
NDPPBKPF_00648	CDS	252	oadG	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
NDPPBKPF_00649	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
